./org/jfree/chart/JFreeChart.java,.org.jfree.chart,JFreeChart,679,1517
./org/jfree/chart/StandardChartTheme.java,.org.jfree.chart,StandardChartTheme,66,1644
./org/jfree/chart/ChartFactory.java,.org.jfree.chart,ChartFactory,111,1887
./org/jfree/chart/legend/LegendItem.java,.org.jfree.chart.legend,LegendItem,56,984
./org/jfree/chart/plot/Plot.java,.org.jfree.chart.plot,Plot,224,1323
./org/jfree/chart/plot/CategoryPlot.java,.org.jfree.chart.plot,CategoryPlot,98,4527
./org/jfree/chart/plot/XYPlot.java,.org.jfree.chart.plot,XYPlot,118,4985
./org/jfree/chart/plot/pie/PiePlot.java,.org.jfree.chart.plot.pie,PiePlot,65,2921
./org/jfree/chart/axis/Axis.java,.org.jfree.chart.axis,Axis,154,1547
./org/jfree/chart/axis/ValueAxis.java,.org.jfree.chart.axis,ValueAxis,121,1524
./org/jfree/chart/axis/CategoryAxis.java,.org.jfree.chart.axis,CategoryAxis,65,1300
./org/jfree/chart/renderer/xy/XYItemRenderer.java,.org.jfree.chart.renderer.xy,XYItemRenderer,70,1327
./org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,.org.jfree.chart.renderer.xy,AbstractXYItemRenderer,73,1526
./org/jfree/chart/renderer/category/CategoryItemRenderer.java,.org.jfree.chart.renderer.category,CategoryItemRenderer,58,1439
./org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,.org.jfree.chart.renderer.category,AbstractCategoryItemRenderer,66,1550
./org/jfree/chart/renderer/category/BarRenderer.java,.org.jfree.chart.renderer.category,BarRenderer,65,1202
./org/jfree/data/general/DatasetUtils.java,.org.jfree.data.general,DatasetUtils,60,2330
